Wall time,Step,Value
1736634449.0050652,3,19.05718994140625
1736634451.6817007,5,12.589938163757324
1736634453.0156348,6,26.904315948486328
1736634454.0211298,8,9.432011604309082
1736634455.4397514,10,7.23598575592041
1736634455.7015376,11,4.65400505065918
1736634456.215192,12,9.20840835571289
1736634456.5567276,13,6.268467426300049
1736634456.8536832,14,5.650407314300537
1736634457.5289905,15,12.407461166381836
1736634457.9766898,16,8.301101684570312
1736634458.1548302,17,3.0227417945861816
1736634459.2520103,18,19.034147262573242
1736634459.7694206,19,9.312222480773926
1736634460.106841,20,6.185844421386719
1736634461.0779939,22,2.9133975505828857
1736634462.7541397,24,9.455899238586426
1736634463.2492776,25,8.408912658691406
1736634466.8098252,30,9.706733703613281
1736634467.3618605,31,9.91028118133545
1736634468.1202457,32,16.077829360961914
1736634468.5064337,33,7.362494468688965
1736634470.2074368,34,30.676359176635742
1736634471.1468554,36,9.032190322875977
1736634472.8900323,39,3.8530735969543457
1736634473.2263281,40,6.273929119110107
1736634475.1251616,42,13.746604919433594
1736634475.4552052,43,5.434682369232178
1736634476.0117755,44,9.805428504943848
1736634477.3912113,45,23.753904342651367
1736634478.3440127,47,12.130881309509277
1736634481.0419056,49,22.21691131591797
1736634482.6452475,50,31.357284545898438
1736634486.545695,53,41.188514709472656
1736634487.2854187,54,13.221552848815918
1736634487.605624,55,4.859150409698486
1736634487.999044,56,4.826465129852295
1736634488.255739,57,3.6307177543640137
1736634491.585091,60,6.923155784606934
1736634491.7592592,61,2.971332550048828
1736634492.9995928,63,10.703533172607422
1736634493.9545825,64,19.347274780273438
1736634494.4030058,65,7.53120231628418
1736634495.3825617,66,18.556156158447266
1736634495.9237664,67,11.993060111999512
1736634496.9747975,68,17.97873878479004
1736634499.5656364,69,39.3902587890625
1736634501.4022772,71,7.663002967834473
1736634502.825062,72,25.103357315063477
1736634503.2410355,73,6.3717145919799805
1736634504.0465136,74,14.807890892028809
1736634504.887409,76,7.627223491668701
1736634505.934606,78,9.840900421142578
1736634507.618471,79,33.552467346191406
1736634509.1666365,81,15.928121566772461
1736634511.1047213,82,36.96184158325195
1736634511.912725,84,4.858051300048828
1736634513.15261,85,27.924449920654297
1736634514.1043663,86,18.920320510864258
1736634515.283451,87,23.00062370300293
1736634516.7801924,88,23.866458892822266
1736634517.8171422,89,19.87200927734375
1736634518.8217428,91,11.330531120300293
1736634519.493209,92,13.184389114379883
1736634521.040715,93,31.529094696044922
1736634521.801041,94,16.649738311767578
1736634525.72466,99,14.693822860717773
1736634526.5569034,100,17.54192352294922
1736634527.6032991,102,4.580711364746094
1736634528.2431464,104,3.752607583999634
1736634528.5374563,105,5.733905792236328
1736634528.871441,106,5.29594087600708
1736634531.9580848,109,12.913898468017578
1736634534.6547205,113,18.027685165405273
1736634535.9433131,116,11.097820281982422
1736634536.8657026,118,11.884577751159668
1736634537.9828095,119,21.71647071838379
1736634538.2338133,120,5.184142589569092
1736634540.3184948,124,7.6857404708862305
1736634541.1838856,125,15.535198211669922
1736634541.4356198,126,4.035625457763672
1736634542.2306974,127,16.793581008911133
1736634543.4194791,129,6.542463779449463
1736634543.878419,130,8.625128746032715
1736634545.982481,133,23.425785064697266
1736634547.8387134,136,7.449283123016357
1736634548.0529377,137,3.619459629058838
1736634548.6903832,139,6.043757438659668
1736634549.36046,141,5.082697868347168
1736634549.7361443,142,6.872280120849609
1736634549.9899192,143,4.109140872955322
1736634550.2015703,144,3.8227055072784424
1736634550.4531574,145,4.930654048919678
1736634550.8334415,146,6.468508720397949
1736634551.748563,148,4.173493385314941
1736634552.0408854,149,5.5840864181518555
1736634552.623027,150,12.819419860839844
1736634553.1227295,151,10.627032279968262
1736634554.3310053,153,18.868879318237305
1736634555.0360267,154,13.914502143859863
1736634555.329927,155,5.532474040985107
1736634556.4541311,157,4.680907249450684
1736634556.7464595,158,5.494126796722412
1736634557.0383248,159,5.670159816741943
1736634559.1968055,161,11.619394302368164
1736634559.7694902,162,10.743943214416504
1736634561.0842376,164,21.383502960205078
1736634562.2112627,165,23.419139862060547
1736634563.0411499,167,8.744056701660156
1736634564.3504508,168,28.083614349365234
1736634564.7332866,169,6.01890754699707
1736634565.8192208,171,7.394710063934326
1736634569.65304,175,5.863614559173584
1736634570.1989806,176,10.987251281738281
1736634570.61204,177,8.867073059082031
1736634572.1320941,178,29.018661499023438
1736634573.1704912,180,12.447139739990234
1736634574.0034735,181,16.05536460876465
1736634575.551147,183,14.461723327636719
1736634576.6516604,185,9.071250915527344
1736634578.082924,186,27.591690063476562
1736634578.6268647,187,9.42948055267334
1736634579.13407,188,7.525615692138672
1736634582.0527043,190,32.19552993774414
1736634582.8386238,191,14.40375804901123
1736634588.2412658,198,31.74215316772461
1736634590.132829,202,18.79128646850586
1736634594.390401,205,69.05489349365234
1736634594.7721736,206,6.300612926483154
1736634596.020051,207,24.570810317993164
1736634596.8042276,208,16.319292068481445
1736634598.5335045,212,3.99159574508667
