Wall time,Step,Value
1736721375.1843636,3,26.37580680847168
1736721385.6217234,5,6.78424072265625
1736721388.091944,6,3.5117619037628174
1736721400.8406134,8,10.22917652130127
1736721416.2826667,10,11.085739135742188
1736721419.2407007,11,4.8546977043151855
1736721422.2115235,12,4.266684055328369
1736721428.1033242,13,10.115321159362793
1736721433.9946554,14,9.040485382080078
1736721442.2985423,15,13.231040000915527
1736721447.224232,16,7.872245788574219
1736721449.6918,17,3.8227055072784424
1736721465.9235902,18,24.498912811279297
1736721485.9781024,19,33.0468635559082
1736721488.4368672,20,3.5964319705963135
1736721497.7532473,22,8.39877700805664
1736721507.0815065,24,7.726923942565918
1736721518.4442308,25,16.326881408691406
1736721559.2822285,30,25.95136833190918
1736721576.9576838,31,26.79804229736328
1736721582.899706,32,10.037193298339844
1736721600.0458412,33,26.797225952148438
1736721608.9093907,34,12.953707695007324
1736721623.6904144,36,15.361287117004395
1736721635.95488,39,4.618549823760986
1736721639.356347,40,5.516200542449951
1736721656.6096742,42,4.848735332489014
1736721666.5024338,43,17.02796745300293
1736721684.6276717,44,28.381072998046875
1736721693.4366407,45,13.097640991210938
1736721701.8266668,47,10.47335433959961
1736721716.5063853,49,5.843479633331299
1736721724.9935877,50,12.876714706420898
1736721762.4464324,53,20.971187591552734
1736721772.88778,54,16.515640258789062
1736721786.941848,55,20.6549015045166
1736721789.9186034,56,4.168025970458984
1736721797.6915538,57,11.665204048156738
1736721825.1966157,60,12.961455345153809
1736721837.555569,61,16.837093353271484
1736721855.526635,63,14.788082122802734
1736721865.373782,64,13.790255546569824
1736721887.9164193,65,28.418813705444336
1736721892.2885575,66,5.727123260498047
1736721908.155113,67,27.22788429260254
1736721943.9260256,68,56.94749450683594
1736721964.9992387,69,30.568063735961914
1736721980.931861,71,18.03466796875
1736721998.2294161,72,28.19170570373535
1736722002.145643,73,6.349535942077637
1736722007.0215006,74,8.565909385681152
1736722033.1833055,76,7.067169189453125
1736722050.916265,78,16.512516021728516
1736722058.426679,79,10.251559257507324
1736722072.4254603,81,11.67711353302002
1736722076.852844,82,5.001936435699463
1736722103.6610117,84,5.84079122543335
1736722124.4236703,85,29.717504501342773
1736722134.085692,86,15.5269193649292
1736722136.5691044,87,3.752107620239258
1736722163.0026255,88,39.86124038696289
1736722175.8867598,89,19.808029174804688
1736722191.4682546,91,18.936832427978516
1736722194.4109573,92,4.649796485900879
1736722199.7605493,93,7.901523113250732
1736722203.664614,94,6.551119804382324
1736722240.4810429,99,6.973072528839111
1736722251.739079,100,14.115589141845703
1736722264.6120286,102,12.69739055633545
1736722275.3376172,104,3.9370720386505127
1736722279.1852813,105,5.7298150062561035
1736722302.5241575,106,31.022653579711914
1736722345.2060947,109,22.59771728515625
1736722400.0202837,113,10.895529747009277
1736722421.712561,116,11.044163703918457
1736722449.5563936,118,25.113252639770508
1736722458.8865585,119,12.952300071716309
1736722470.2989714,120,19.076650619506836
1736722513.6092007,124,23.500789642333984
1736722526.9342036,125,16.696264266967773
1736722541.141987,126,19.760852813720703
1736722553.785865,127,19.091970443725586
1736722561.167633,129,4.891231536865234
1736722576.10497,130,23.037206649780273
1736722597.8989978,133,15.796853065490723
1736722608.2667923,136,3.13539457321167
1736722614.1355617,137,9.774194717407227
1736722651.0821776,139,7.015655517578125
1736722657.5063682,141,3.877977132797241
1736722677.1921153,142,36.06382751464844
1736722707.8423536,143,54.019290924072266
1736722717.6461709,144,15.848474502563477
1736722720.6046755,145,4.61829948425293
1736722728.9361434,146,11.964227676391602
1736722743.1475601,148,18.68474578857422
1736722749.0387068,149,9.336075782775879
1736722760.7224333,150,22.201148986816406
1736722771.5601134,151,18.63603401184082
1736722783.8412812,153,5.324895858764648
1736722788.2229133,154,6.741257190704346
1736722793.5737164,155,8.712325096130371
1736722821.8478315,157,29.293210983276367
1736722828.150415,158,10.406736373901367
1736722834.9815547,159,12.012980461120605
1736722857.3994544,161,11.10470199584961
1736722864.699224,162,12.084806442260742
1736722885.2789629,164,6.858310222625732
1736722888.2018452,165,4.054644584655762
1736722907.3184543,167,13.983867645263672
1736722910.233939,168,4.782349109649658
1736722921.9117541,169,17.85930824279785
1736722945.782839,171,16.428686141967773
1736722982.5217059,175,6.962266445159912
1736722987.4827573,176,7.4121174812316895
1736722991.4121192,177,6.817849636077881
1736722998.2781656,178,12.648890495300293
1736723039.1189897,180,12.046241760253906
1736723051.3982794,181,21.167612075805664
1736723064.1607814,183,9.504194259643555
1736723097.2237105,185,25.119916915893555
1736723105.1010633,186,12.46398639678955
1736723110.0240774,187,7.3787522315979
1736723116.979742,188,10.487774848937988
1736723121.9389548,190,4.7600932121276855
